error1,error2,error3,error4
0.039883176,0.040619091,0.006389627,0.006389627
0.016022745,0.051847224,0.009460347,0.009460347
0.003669458,0.058705586,0.009381751,0.009381751
0.005420622,0.041123727,0.003163534,0.003163534
0.028291795,0.039138984,0.008199261,0.008199261
0.019765638,0.040770624,0.005189239,0.005189239
0.016868329,0.052771154,0.009941794,0.009941794
0.016985902,0.059075046,0.008490942,0.008490942
0.039522331,0.017842771,0.006276384,0.006276384
0.02946245,0.031777303,0.001426302,0.001426302
0.024449275,0.011649423,0.003440901,0.003440901
0.018418842,0.036806138,9.4153E-05,9.4153E-05
0.01070003,0.053057748,0.001541975,0.001541975
0.014424638,0.007911657,0.002161622,0.002161622
0.026008443,0.006913974,0.003689207,0.003689207
0.020646023,0.039929593,0.010826768,0.010826768
0.010085604,0.004654852,0.006954817,0.006954817
0.032833791,0.032768725,0.00789276,0.00789276
0.011199801,0.032768725,0.006519439,0.006519439
0.004405058,0.032768725,0.005843321,0.005843321
0.017614676,0.015221418,0.001234462,0.001234462
0.016862667,0.022622541,0.004108658,0.004108658
0.010363446,9.47369E-05,0.005164398,0.005164398
0.015934826,0.032768725,0.000876807,0.000876807
0.003869445,0.062111472,0.001172889,0.001172889
0.010387777,0.070428335,0.003423277,0.003423277
0.018228476,0.028864887,0.0026307,0.0026307
0.013899127,0.018478433,0.011906116,0.011906116
0.022254953,0.023001449,0.020815226,0.020815226
0.028452279,0.003098128,0.022291514,0.022291514
0.025068212,0.002412268,0.021494512,0.021494512
0.032440342,0.005517775,0.011655995,0.011655995
0.030965498,0.012328435,0.010624431,0.010624431
0.033072139,0.008768174,0.015862896,0.015862896
0.022818623,0.011824773,0.015165813,0.015165813
0.050630113,0.011824773,0.01443316,0.01443316
0.057437351,0.007076871,0.011182978,0.011182978
0.070225771,4.24791E-05,0.013325221,0.013325221
0.072831411,0.000515371,0.014631226,0.014631226
0.066353785,0.002768173,0.010263397,0.010263397
0.059889354,0.003098128,0.009706851,0.009706851
0.075372899,0.006021107,0.004766679,0.004766679
0.066219581,0.008334115,0.00388583,0.00388583
0.059196426,0.008334115,0.002716394,0.002716394
0.0600527,0.010369246,0.00179499,0.00179499
0.072208133,0.011824773,0.003618992,0.003618992
0.068196557,0.003289688,0.010404917,0.010404917
0.046731121,0.009396183,0.010221379,0.010221379
0.054025545,0.013490066,0.011350424,0.011350424
0.076360945,0.024470599,0.008679158,0.008679158
0.077451722,0.011842567,0.001569097,0.001569097
0.077393838,0.007851139,9.77395E-05,9.77395E-05
0.062174843,0.020244598,0.002289173,0.002289173
0.049014668,0.024165514,0.003106442,0.003106442
0.04803078,0.03493628,0.004379098,0.004379098
0.052072707,0.0313663,0.000669731,0.000669731
0.05254887,0.001867453,0.010116805,0.010116805
0.057194743,0.002976128,0.015412011,0.015412011
0.051371041,0.005534465,0.012192079,0.012192079
0.052860567,0.003744869,0.011161902,0.011161902
0.057643402,0.000197467,0.016849653,0.016849653
0.068077227,0.00499733,0.011944712,0.011944712
0.058808057,0.001710759,0.008127586,0.008127586
0.060773947,0.009461028,0.004148798,0.004148798
0.049527522,0.009660331,0.000109493,0.000109493
0.03813843,0.000195769,0.008783491,0.008783491
0.058301564,0.003204183,0.001352951,0.001352951
0.047167368,0.003256172,0.004462628,0.004462628
0.05056436,0.009461298,0.000304937,0.000304937
0.052038087,0.00440079,0.006003836,0.006003836
0.051742001,0.015019627,0.010744641,0.010744641
0.044264555,0.029975334,0.016927425,0
0.051804088,0.022798067,0.012843634,0
0.0476316,0.019202681,0.013050686,0
0.04369253,0.009855239,0.015976708,0
0.047169827,0.01990932,0.017184403,0
0.058889173,0.026507473,0.020576578,0
0.05153881,0.026743406,0.01813766,0
0.052720405,0.015069967,0.011443744,0
0.05444666,0.016481953,0.014652724,0
0.053967916,0.015108778,0.015534561,0.015534561
0.054485509,0.027175571,0.015734594,0.015734594
0.052392261,0.023796923,0.012780454,0.012780454
0.036786453,0.001727751,0.010045786,0.010045786
0.031177051,0.010204385,0.002524604,0.002524604
0.008740108,0.008628788,8.54852E-05,8.54852E-05
0.022066276,0.015599324,0.001801972,0.001801972
0.03338905,0.005355522,0.007567745,0.007567745
0.041709171,0.013475052,0.004603629,0.004603629
0.053630204,0.003155362,0.010477585,0.010477585
0.058832648,0.006614024,0.010321093,0.010321093
0.045578861,0.00074976,0.012606647,0.012606647
0.029967103,0.001247575,0.010560212,0.010560212
0.025450825,0.001899763,0.008796763,0.008796763
0.002356493,0.032481999,0.011664135,0.011664135
0.002296018,0.036166302,0.011636737,0.011636737
0.007696268,0.039696761,0.007661657,0.007661657
0.028002781,0.004775961,0.003369767,0.003369767
0.004323335,0.004253949,0.007743158,0.007743158
0.01311547,0.013759876,0.003271591,0.003271591
0.028782823,0.011301114,0.004279398,0.004279398
0.001981991,0.002425721,0.003182918,0.003182918
0.034223281,0.00211014,0.004078557,0.004078557
0.037703544,0.021002933,0.004723047,0.004723047
0.01046169,0.018909529,0.003201158,0.003201158
0.009597766,0.013617271,0.001222514,0.001222514
0.004859696,0.011632038,0.000243979,0.000243979
0.000181926,0.017348506,0.002813426,0.002813426
0.033504784,0.008423263,0.003134963,0.003134963
0.044288952,0.001883557,0.00657203,0.00657203
0.064631581,0.010104565,0.005755175,0.005755175
0.047350584,1.34949E-05,0.005981389,0.005981389
0.035786787,0.01933313,0.009453613,0.009453613
0.040644152,0.017625151,0.013062466,0.013062466
0.057666564,0.009138541,0.012750927,0.012750927
0.075810514,0.015812343,0.010939586,0.010939586
0.067719348,0.023464926,0.004681129,0.004681129
0.061374865,0.027495065,0.002587778,0.002587778
0.059116015,0.002129653,0.002093844,0.002093844
0.063982227,0.014181874,0.006437058,0.006437058
0.056858246,0.018996999,0.010957701,0.010957701
0.050410084,0.0009194,0.016426008,0
0.064034685,0.020285722,0.013736676,0
0.059506446,0.031023396,0.009499903,0
0.060807735,0.031023396,0.00757281,0
0.050477116,0.027532738,0.011054021,0.011054021
0.067805732,0.027532738,0.003368127,0.003368127
0.079762809,0.026930715,0.000443754,0.000443754
0.081890312,0.025787408,0.006028418,0.006028418
0.093569632,0.025787408,0.001798691,0.001798691
0.094071643,0.029989073,0.003679053,0.003679053
0.074164225,0.020551421,0.000455036,0.000455036
0.073397195,0.017361585,0.000609939,0.000609939
0.065680642,0.016494488,0.001098621,0.001098621
0.061074678,0.012125094,0.000470008,0.000470008
0.068379699,0.008334115,0.000237489,0.000237489
0.069612654,0.008334115,0.007057438,0.007057438
0.072843057,0.007790263,0.001158013,0.001158013
0.064218233,0.005176694,0.00458365,0.00458365
0.069265112,0.003098128,8.65202E-05,8.65202E-05
0.078342012,0.003098128,0.0053236,0.0053236
0.078432422,0.003098128,0.016006912,0.016006912
0.035294542,0.001352798,0.012689454,0.012689454
0.030456482,0.001352798,0.011083109,0.011083109
0.012275947,0.001352798,0.010046138,0.010046138
0.001742836,0.000392532,0.009031623,0.009031623
0.015887464,0.00213786,0.01056865,0.01056865
0.019237365,0.003883189,0.012923993,0.012923993
0.00329021,0.003883189,0.016173175,0.016173175
0.021258767,0.003883189,0.011578789,0.011578789
0.000966275,0.003883189,0.011760772,0.011760772
0.006004753,0.003883189,0.011973873,0.011973873
0.018647845,0.003883189,0.011489067,0.011489067
0.000209773,0.005628517,0.011159882,0.011159882
0.019943354,0.008680654,0.000620806,0.000620806
0.013088172,0.014790013,0.002604583,0.002604583
0.037236455,0.020446563,0.007289249,0.007289249
0.03774183,0.025246629,0.016476485,0.016476485
0.032296332,0.026572468,0.017642764,0.017642764
0.026431346,0.026572468,0.025023099,0.025023099
0.030521013,0.026572468,0.015684004,0.015684004
0.029137639,0.026572468,0.011755671,0.011755671
0.018171631,0.026572468,0.020106564,0.020106564
0.021115229,0.026572468,0.014363121,0.014363121
0.02799985,0.026572468,0.00718784,0.00718784
0.027551482,0.026572468,0.004699331,0.004699331
0.002921932,0.026572468,0.011402216,0.011402216
0.014263958,0.02482714,0.005755809,0.005755809
0.007147201,0.02482714,0.00368042,0.00368042
0.014131744,0.02482714,0.006248754,0.006248754
0.029524641,0.02482714,0.0010993,0.0010993
0.048466398,0.02482714,0.004534806,0.004534806
0.040904269,0.02482714,0.008146849,0.008146849
0.045673596,0.02482714,0.007864144,0.007864144
0.031731177,0.02190627,0.006071203,0.006071203
0.03015477,0.019591151,0.007714607,0.007714607
0.032346739,0.017845823,0.002524726,0.002524726
0.032346739,0.017845823,0.011826359,0.011826359
0.045969864,0.017845823,0.007998609,0.007998609
0.045110302,0.016100494,0.00683943,0.00683943
0.037324333,0.016100494,0.004385464,0.004385464
0.038553483,0.015831197,0.000790145,0.000790145
0.054306589,0.016100494,0.009473927,0.009473927
0.045718525,0.014355166,0.004116142,0.004116142
0.05032533,0.014355166,0.00766141,0.00766141
0.053816972,0.014355166,0.008179942,0.008179942
0.060097026,0.026480306,0.001202158,0.001202158
0.037576317,0.047518337,0.00170554,0.00170554
0.031407886,0.036989738,0.007168135,0.007168135
0.024050865,0.02933195,0.008510773,0.008510773
0.08591444,0.017428569,0.010388035,0.010388035
0.086848653,0.014204043,0.036202997,0.036202997
0.088880623,0.007523727,0.038488924,0.038488924
0.088131613,0.003534087,0.036063092,0.036063092
0.079593854,0.022919757,0.023014296,0.023014296
0.072287301,0.018449657,0.011050974,0.011050974
0.048716269,0.009753683,0.010278875,0.010278875
0.030855027,0.021209498,0.007626669,0.007626669
0.020289379,0.022399718,0.001476696,0.001476696
0.029287677,0.020175669,0.011353752,0.011353752
0.024336618,0.00653011,0.007300414,0.007300414
0.014601549,0.007232925,0.003510632,0.003510632
0.026637528,0.003551066,0.008939993,0.008939993
0.018737996,0.001923745,0.004728369,0.004728369
0.009424465,0.001430902,0.000583448,0.000583448
0.015561398,0.011971403,0.007463255,0.007463255
0.014555882,0.00384679,0.015503727,0.015503727
0.010655287,0.00256088,0.011397548,0.011397548
0.015957582,0.01086631,0.013449885,0.013449885
0.0185314,0.006668127,0.003352888,0.003352888
0.032291923,0.006849924,0.011429183,0.011429183
0.051421308,0.008550037,0.022626666,0.022626666
0.052235746,0.013427156,0.017070141,0.017070141
0.052909381,0.017021937,0.008862587,0.008862587
0.045233554,0.009308451,0.016564573,0.016564573
0.037454135,0.02404735,0.015185098,0.015185098
0.032058782,0.009236344,0.016406188,0.016406188
0.037913165,0.002625942,0.021712104,0.021712104
0.035349569,0.008504417,0.00848473,0.00848473
0.033612079,0.016236492,0.005578393,0.005578393
0.024474945,0.011106398,0.009367564,0.009367564
0.029294037,0.048304766,0.006265084,0.006265084
0.038563254,0.047551917,0.009559923,0.009559923
0.040704329,0.025163671,0.022535626,0.022535626
0.041887207,0.020510716,0.012821446,0.012821446
0.041808656,0.017368971,0.001182859,0.001182859
0.053933883,0.005461491,0.00664968,0.00664968
0.047711511,0.020654879,0.003774003,0.003774003
0.048850913,0.005244112,0.000347108,0.000347108
0.056719065,0.016913554,0.003676812,0.003676812
0.038563859,0.005328549,0.007189107,0.007189107
0.033313273,0.017179085,0.007221141,0.007221141
0.014046769,0.031602423,0.009338647,0.009338647
0.008986706,0.010496136,0.007400495,0.007400495
0.005050345,0.008924359,0.002828449,0.002828449
0.021274378,0.006135095,0.005877867,0.005877867
0.036051807,0.014452797,0.004017995,0.004017995
0.034924735,0.02061184,0.002794304,0.002794304
0.033999494,0.016845196,0.000998321,0.000998321
0.026500916,0.007617917,0.003894552,0.003894552
0.023736259,0.016163116,0.008193224,0.008193224
0.010543741,0.003904439,0.012554019,0.012554019
0.017271641,0.004574894,0.008495517,0.008495517
0.032339973,0.00132101,0.002895213,0.002895213
0.035062494,0.01553156,0.005403361,0.005403361
0.044952951,0.013491538,0.009647113,0.009647113
0.0505054,0.011491997,0.014852661,0.014852661
0.048641219,0.014541672,0.012940319,0.012940319
0.038656586,0.009444256,0.012111219,0.012111219
0.049281299,0.011167775,0.009344416,0.009344416
0.054968901,0.005580155,0.01426101,0.01426101
0.058804996,0.011491008,0.013050216,0.013050216
0.064517335,0.022825265,0.01300122,0.01300122
0.058776335,0.009537728,0.010324689,0.010324689
0.031034542,0.004703085,0.012025164,0.012025164
0.024725869,0.007511099,0.01295829,0.01295829
0.005616578,0.007380728,0.00697004,0.00697004
0.007259986,0.002435382,0.012978891,0.012978891
0.017335079,0.003824842,0.015051993,0.015051993
0.02444999,0.006076743,0.012777334,0.012777334
0.04351706,0.006972204,0.008385071,0.008385071
0.038287924,0.015671843,0.0082768,0.0082768
0.021697112,0.005686172,0.003003184,0.003003184
0.018045918,0.006837723,0.007917574,0.007917574
0.02260548,0.015176507,0.014589462,0
0.016079323,0.012495114,0.012758232,0
0.020046474,0.010672183,0.003467849,0.003467849
0.018496298,0.002845862,0.005438812,0.005438812
0.010117066,0.01696676,0.003306163,0.003306163
0.008618819,0.031097624,0.00293181,0.00293181
0.004791572,0.002217752,0.003789922,0.003789922
0.006539402,0.025865895,0.00163636,0.00163636
0.007324893,0.000403673,0.008997451,0.008997451
0.006695282,0.002992343,0.009703864,0.009703864
0.003431864,0.000497155,0.007988223,0.007988223
0.005387471,0.006000191,0.003118646,0.003118646
0.01373797,0.003499072,0.007871692,0.007871692
0.008490053,0.001438167,0.009078969,0.009078969
0.003748448,0.008450389,0.011075878,0.011075878
0.00439664,0.000827508,0.000738482,0.000738482
0.009908254,0.007329526,0.002099501,0.002099501
0.018735042,0.001907504,0.003174761,0.003174761
0.017414612,0.024964113,0.003737179,0.003737179
0.009451512,0.047152079,0.008124719,0.008124719
2.8953E-05,0.006439671,0.009188095,0.009188095
0.003429363,0.013036845,0.005855673,0.005855673
0.003983092,0.000993137,0.003636682,0.003636682
0.005480551,0.005641399,0.004173258,0.004173258
0.009201851,0.003405392,0.000929571,0.000929571
0.019885422,0.012398631,0.001499019,0.001499019
0.013531522,0.004713151,0.002876842,0.002876842
0.000921116,0.043902609,0.004632955,0.004632955
0.012832939,0.02497463,0.005084539,0.005084539
0.022166197,0.015750357,0.005711267,0.005711267
0.015181114,0.007519004,0.00627462,0.00627462
0.009761002,0.005761076,0.004995788,0
0.016410393,0.029278067,0.004159581,0.004159581
0.008180661,0.01359801,0.012606061,0.012606061
0.019628144,0.027532738,0.013457131,0.013457131
0.021252423,0.052871658,0.009855342,0.009855342
0.010072435,0.053688056,0.010252606,0.010252606
0.013718725,0.016503838,0.009594651,0.009594651
0.011936024,0.033206226,0.007496488,0.007496488
0.020914238,0.007894289,0.004603363,0.004603363
0.004179935,0.00893475,0.001280405,0.001280405
0.010562028,0.018127349,3.30527E-05,3.30527E-05
0.021758468,0.017656691,0.005238516,0.005238516
0.021758468,0.03329993,0.00789372,0.00789372
0.021758468,0.031275864,0.0051539,0.0051539
0.021758468,0.036259384,0.007614925,0.007614925
0.021758468,0.036259384,0.006242107,0.006242107
0.019086878,0.048925395,0.004578031,0.004578031
0.021584953,0.052475433,0.003991969,0.003991969
0.009605964,0.053789954,0.010559954,0.010559954
0.008461946,0.039546208,0.004912667,0.004912667
0.014436395,0.042186744,0.01096376,0.01096376
0.019827804,0.023687837,0.006783182,0.006783182
0.019223326,0.019315933,0.003757893,0.003757893
0.019065612,0.030999444,0.003477213,0.003477213
0.014947272,0.008356369,0.001509733,0.001509733
0.015696757,0.024190931,0.000732863,0.000732863
0.018267809,0.032768725,0.000789633,0.000789633
0.018267809,0.032768725,0.001456806,0.001456806
0.018267809,0.032768725,0.006974662,0.006974662
0.018267809,0.032768725,0.004943604,0.004943604
0.018267809,0.032079757,0.002646705,0.002646705
0.018267809,0.030542691,0.006065885,0.006065885
0.018267809,0.042223212,0.003435323,0.003435323
0.01652248,0.03797398,0.002997841,0
0.01652248,0.031023396,0.005872603,0
0.01652248,0.031023396,0.012171249,0
0.015167479,0.052928977,0.008863966,0
0.0057909,0.03209828,0.009313044,0
0.001537087,0.035297552,0.010047583,0.010047583
0.006280203,0.025787408,0.010984447,0.010984447
0.005814171,0.024042079,0.013456705,0.013456705
0.022783507,0.024042079,0.009721487,0.009721487
0.012517818,0.02229675,0.002230831,0.002230831
0.011029482,0.020551421,0.001524995,0.001524995
0.01061498,0.020551421,0.003002461,0.003002461
0.003567414,0.016978199,0.006615876,0.006615876
0.044684262,0.014358508,0.00319851,0.00319851
0.042946984,0.010012041,0.007973445,0.007973445
0.042050449,0.007400682,0.006829742,0.006829742
0.058454608,0.003098128,0.017725791,0.017725791
0.003796286,0.002177958,0.019753222,0.019753222
0.06551296,0.001315492,0.014309397,0.014309397
0.057040892,0.000392532,0.015204746,0.015204746
0.030272802,0.000392532,0.016841868,0.016841868
0.043422354,0.000392532,0.02166347,0.02166347
0.043564835,0.000392532,0.009568602,0.009568602
0.038602242,0.000392532,0.011098852,0.011098852
0.026519699,0.000392532,0.014658131,0.014658131
0.039652411,0.003004855,0.013776843,0.013776843
0.040999312,0.009093868,0.017276041,0.017276041
0.042944482,0.016953912,0.025481518,0.025481518
0.050527133,0.009214457,0.021707467,0.021707467
0.050518846,0.019591151,0.01918865,0.01918865
0.048168682,0.019591151,0.012494572,0.012494572
0.05099646,0.019591151,0.016294247,0.016294247
0.038313713,0.016164571,0.005885521,0.005885521
0.038804743,0.01006494,0.000476444,0.000476444
0.046625223,0.009119177,0.00250448,0.00250448
0.052061153,0.009119177,0.000275607,0.000275607
0.056498163,0.00394833,0.003400359,0.003400359
0.046983322,0.006079421,0.000589763,0.000589763
0.052212895,0.009119177,0.006396673,0.006396673
0.035077935,0.010864506,0.019645963,0.019645963
0.028945641,0.009225322,0.023311786,0.023311786
0.029950755,0.009119177,0.013299319,0.013299319
0.036759358,0.009119177,0.012327626,0.012327626
0.039655238,0.009119177,0.017661333,0.017661333
0.040765859,0.009119177,0.024227909,0.024227909
0.056355586,0.009119177,0.023422494,0.023422494
0.084877058,0.009119177,0.030551004,0.030551004
0.078785128,0.016390169,0.043176501,0.043176501
0.102632476,0.00577828,0.004817529,0.004817529
0.149161997,0.003175311,0.005000984,0.005000984
0.192274459,0.021879213,0.008668824,0.008668824
0.17245967,0.04233364,0.052605694,0.052605694
0.186227353,0.010239243,0.023957691,0.023957691
0.182963455,0.014246591,0.020047069,0.020047069
0.182659694,0.01224852,0.052572524,0.052572524
0.16749522,0.018380356,0.011566352,0.011566352
0.160657255,0.022657251,0.00963506,0.00963506
0.147433221,0.019788807,0.017509713,0.017509713
0.148681503,0.007895822,0.008192885,0.008192885
0.142955304,0.008635499,0.007396655,0.007396655
0.141010479,0.018676146,0.013129237,0.013129237
0.129860186,0.016336006,0.008671122,0.008671122
0.133313828,0.018176838,0.006668555,0.006668555
0.133071207,0.016601587,0.00064772,0.00064772
0.128724567,0.004534288,0.003429647,0.003429647
0.093979139,0.014274019,0.003013141,0.003013141
0.082043416,0.03016991,0.004678855,0.004678855
0.043567738,0.016936198,0.008571152,0.008571152
0.041262124,0.025809142,0.007928464,0.007928464
0.030723367,0.023502061,0.002484888,0.002484888
0.029306034,0.016274698,0.007748861,0.007748861
0.022815027,0.007899687,0.006824847,0.006824847
0.022535285,0.005299301,0.003138957,0.003138957
0.015243516,0.004554204,0.001212955,0.001212955
0.007210526,0.014349278,0.005173057,0.005173057
0.038420385,0.014848821,0.008769702,0.008769702
0.030903466,0.023702926,0.007650352,0.007650352
0.036432335,0.018068856,0.008832191,0.008832191
0.080507237,0.003196514,0.034667585,0.034667585
0.044043268,0.008733154,0.012089542,0.012089542
0.021095688,0.020950379,0.003328571,0.003328571
0.0746277,0.004199792,0.003527576,0.003527576
0.080833775,0.007567049,0.021447365,0.021447365
0.084525355,0.0268109,0.00844092,0.00844092
0.096232695,0.025888825,0.018270255,0.018270255
0.047269897,0.013895541,0.009947428,0.009947428
0.045013753,0.007012857,0.003642533,0.003642533
0.117253388,0.00698623,0.009316606,0.009316606
0.151079793,0.061511503,0.012470971,0.012470971
0.138260842,0.015685044,0.006780684,0.006780684
0.148745846,0.000676954,0.002645403,0.002645403
0.112219202,0.014197476,0.013836328,0.013836328
0.113409262,0.015241832,0.005575407,0.005575407
0.080880246,0.006827444,0.008847952,0.008847952
0.083197444,0.011281043,0.015780214,0.015780214
0.082636691,0.011595229,0.015343836,0.015343836
0.115578581,0.020682911,0.012703618,0.012703618
0.084586093,0.011659885,0.006135916,0.006135916
0.063042789,0.006489834,0.026647754,0.026647754
0.061100758,0.011860372,0.018272727,0.018272727
0.092933506,0.019927979,0.027317548,0.027317548
0.090712674,0.058419174,0.027098031,0.027098031
0.117694901,0.044772111,0.024724054,0.024724054
0.102192267,0.015599516,0.017660364,0.017660364
0.111133501,0.005881422,0.015064451,0.015064451
0.111719052,0.00382357,0.012535387,0.012535387
0.107085551,0.003161049,0.013714924,0.013714924
0.122472323,0.016392776,0.020065175,0.020065175
0.132314638,0.025919871,0.021703028,0.021703028
0.130127322,0.019341689,0.023258685,0.023258685
0.128459562,0.009976518,0.01933097,0.01933097
0.089738189,0.057648855,0.00968953,0.00968953
0.073631105,0.053149992,0.006924484,0.006924484
0.093920981,0.063700301,0.022984549,0.022984549
0.122453721,0.049572236,0.030841763,0.030841763
0.124369141,0.01036323,0.032985038,0.032985038
0.111689296,0.004704473,0.034824846,0.034824846
0.106554333,0.006718738,0.028827358,0.028827358
0.062544992,0.007919106,0.019472139,0.019472139
0.067301301,0.003609382,0.018023826,0.018023826
0.079322346,0.012532931,0.012489806,0.012489806
0.107616836,0.017990766,0.003637502,0.003637502
0.098326046,0.025982116,0.002093156,0.002093156
0.088492025,0.032165205,0.002268228,0.002268228
0.093870546,0.032505609,0.008134998,0.008134998
0.090380599,0.007133573,0.007720036,0.007720036
0.068698713,0.010116989,0.009426442,0.009426442
0.055233275,0.010283813,0.006429879,0.006429879
0.039381871,0.020127427,0.009011416,0.009011416
0.027060107,0.013103003,0.002861192,0.002861192
0.043849693,0.006047911,0.001855599,0.001855599
0.045588506,0.025441799,0.002492229,0.002492229
0.055606121,0.021084303,0.00927077,0.00927077
0.017133504,0.014536707,0.019182357,0.019182357
0.012261349,0.005287531,0.007400248,0.007400248
0.005548405,0.014945578,0.002551204,0.002551204
0.003089249,0.014209576,0.001418738,0.001418738
0.014046919,0.018308107,0.001710568,0.001710568
0.018505989,0.006027369,0.003439527,0.003439527
0.011889702,0.012720935,0.002793212,0.002793212
0.00459986,0.023626096,0.003541322,0.003541322
0.007764411,0.010435757,2.62752E-05,2.62752E-05
0.010767638,0.013328406,0.003593114,0.003593114
0.002564826,0.01401629,0.002245269,0.002245269
0.005916124,0.003601682,0.00105203,0.00105203
0.008517872,0.000532385,0.002717683,0.002717683
0.011889605,0.010563454,0.001395811,0.001395811
0.009537478,0.024410651,0.001952465,0.001952465
0.014661541,0.028121782,0.004563323,0.004563323
0.024189456,0.008210978,0.008830777,0.008830777
0.001414107,0.010662557,0.012068474,0.012068474
0.001189083,0.036771888,0.010901903,0.010901903
0.004002997,0.021255366,0.010647769,0.010647769
0.01439262,0.01246749,0.033652734,0.033652734
0.031347073,0.008874446,0.035866532,0.035866532
0.017117091,0.014104382,0.041813487,0.041813487
0.041564751,0.023884531,0.025516866,0.025516866
0.053609211,0.023314479,0.030589312,0.030589312
0.079449635,0.00963282,0.024282701,0.024282701
0.073027131,0.011075454,0.016838369,0.016838369
0.056618292,0.013752069,0.008632939,0.008632939
0.049153091,0.003090119,0.001322769,0.001322769
0.022426211,0.029630189,0.001701584,0.001701584
0.006899934,0.057069289,0.018163919,0.018163919
0.001013931,0.025409879,0.009698542,0.009698542
0.004867136,0.031055971,0.019166099,0.019166099
0.013740826,0.020750055,0.014932117,0.014932117
0.038502197,0.009632061,0.018114327,0.018114327
0.01158563,0.018789574,0.01923625,0.01923625
0.006231324,0.000686756,0.016961921,0.016961921
0.011091735,0.014030974,0.006403844,0.006403844
0.00165043,0.01622821,0.018860752,0.018860752
0.034097084,0.056114519,0.001344584,0.001344584
0.021818149,0.030133289,0.002265905,0.002265905
0.001853019,0.036129666,0.01669284,0.01669284
0.008000571,0.005449541,0.015600564,0.015600564
0.053645778,0.001864127,0.028902879,0.028902879
0.073846959,0.017930202,0.015798245,0.015798245
0.057229633,0.008542126,0.019289702,0.019289702
0.055832219,0.001283025,0.009791527,0.009791527
0.093588963,0.028828847,0.045104947,0.045104947
0.063860526,0.023779134,0.025533593,0.025533593
0.074011523,0.004121059,0.016359249,0.016359249
0.069683711,0.020120274,0.031750069,0.031750069
0.102009401,0.002554642,0.031996459,0.031996459
0.072358664,0.013882186,0.022073469,0.022073469
0.096719701,0.000803683,0.026550544,0.026550544
0.108432091,0.001245811,0.006051379,0.006051379
0.107298869,0.016739071,0.008720391,0.008720391
0.118012169,0.006266162,0.023591994,0.023591994
0.115790039,0.016032258,0.032313511,0.032313511
0.05565615,0.005784582,0.021781009,0.021781009
0.04218044,0.046369102,0.00028411,0.00028411
0.07159505,0.002273041,0.019696651,0.019696651
0.043716656,0.004471036,0.003707573,0.003707573
0.077830765,0.005462486,0.001451372,0.001451372
0.03383154,0.001594136,0.006723321,0.006723321
0.063539079,0.044851074,0.013137396,0.013137396
0.057819062,0.026758847,0.010895063,0.010895063
0.111536119,0.048370641,0.01040978,0.01040978
0.151185726,0.066507802,0.014095717,0.014095717
0.103227303,0.025847485,0.013467067,0.013467067
0.059859576,0.009828042,0.030146513,0.030146513
0.032173263,0.057457705,0.015030005,0.015030005
0.126974509,0.042449435,0.021360675,0.021360675
0.088211956,0.020959762,0.004331038,0.004331038
0.082546338,0.004485525,0.015628915,0.015628915
0.09056933,0.011303678,0.020390857,0.020390857
0.042596399,0.011154994,0.020068056,0.020068056
0.036869698,0.007121574,0.019436114,0.019436114
0.014533395,0.024287109,0.014745157,0.014745157
0.039800771,0.020068512,0.004637257,0.004637257
0.030263199,0.001633687,0.016230087,0.016230087
0.031681245,0.010221479,0.001471993,0.001471993
0.057039501,0.001237091,0.013470613,0.013470613
0.042307922,0.002554687,0.006827372,0.006827372
0.030608272,0.005761687,0.002398707,0.002398707
0.044851291,0.01140634,0.004848672,0.004848672
0.123174879,0.026982449,3.84363E-06,3.84363E-06
0.064711816,0.012682842,0.006331702,0.006331702
0.010808649,0.015437591,0.002264851,0.002264851
0.004774598,0.016740777,0.006091708,0.006091708
0.028288351,0.025299055,0.009540878,0.009540878
0.005142264,0.025430409,0.013808702,0.013808702
0.00965038,0.028184495,0.0192092,0.0192092
0.031670496,0.021873013,0.026306641,0.026306641
0.09919665,0.00168759,0.025798553,0.025798553
0.009737295,0.010473416,0.01133456,0.01133456
0.056944329,0.052630428,0.011819344,0.011819344
0.031990853,0.051150467,0.010916442,0.010916442
0.047648656,0.025542934,0.014998093,0.014998093
0.031459819,0.004729674,0.013738001,0.013738001
0.053859986,0.004470067,0.007677205,0.007677205
0.054336884,0.006012546,0.011810459,0.011810459
0.096749674,0.011095019,0.017001111,0.017001111
0.068266624,0.003721284,0.020624416,0.020624416
0.098830054,0.011999892,0.020960796,0.020960796
0.052677794,0.025349854,0.009896669,0.009896669
0.063019314,0.022118753,0.014586361,0.014586361
0.073479918,0.007104795,0.014663412,0.014663412
0.062673371,0.024979409,0.034225337,0.034225337
0.065151448,0.007824752,0.01218702,0.01218702
0.051528005,0.031378255,0.00568774,0.00568774
0.044540486,0.021908449,0.004683994,0.004683994
0.060034022,0.005603082,0.001554571,0.001554571
0.092919829,0.010097716,0.000600524,0.000600524
0.064240978,0.003549395,8.438E-05,8.438E-05
0.02736327,0.013040176,0.001955384,0.001955384
0.051116355,0.004308072,0.002550675,0.002550675
0.025388289,0.004381185,0.007059449,0.007059449
0.018485259,0.013984946,0.001138583,0.001138583
0.008066532,0.010200298,0.013914619,0.013914619
0.019241858,0.007987672,0.019742662,0.019742662
0.039751121,0.00746609,0.020476029,0.020476029
0.067961423,0.017986898,0.022498413,0.022498413
0.027145503,0.007782396,0.0393905,0.0393905
